ID			Imag	Vmag	Period		Iamp	[Fe/H]		R21	R31	Phi21	Phi31	
OGLE-BLG-RRLYR-00732   16.64700   18.69400    0.60881    0.20100   -0.55155    0.29190    0.10047    4.77100    6.76559
OGLE-BLG-RRLYR-00734   16.46800   18.49600    0.56718    0.64500   -1.00337    0.54091    0.34423    4.46100    5.96959
OGLE-BLG-RRLYR-00735   16.52600   18.46400    0.56938    0.47000   -0.85677    0.49691    0.31452    4.52900    6.16059
OGLE-BLG-RRLYR-00736   16.70300   18.81600    0.58691    0.33400   -0.78204    0.44146    0.26103    4.67600    6.35559
OGLE-BLG-RRLYR-00737   16.97700   19.21200    0.48697    0.44400   -0.41240    0.52417    0.31133    4.57200    6.20959
OGLE-BLG-RRLYR-00738   16.29600   18.15400    0.49797    0.80900   -0.89896    0.57617    0.34307    4.37900    5.68459
OGLE-BLG-RRLYR-00739   16.90500   18.95000    0.64744    0.23600   -0.81917    0.34793    0.15076    4.80400    6.67059
OGLE-BLG-RRLYR-00745   16.47000   18.59300    0.54638    0.35800   -0.82476    0.45706    0.23829    4.44800    6.06259
OGLE-BLG-RRLYR-00746   16.76600   18.87900    0.54602    0.54900   -1.42288    0.40393    0.19732    4.23800    5.33459
OGLE-BLG-RRLYR-00747   16.87000   18.82500    0.44642    0.76200   -1.06647    0.49773    0.37486    4.01900    5.17459
OGLE-BLG-RRLYR-00752   16.68900   18.62300    0.54394    0.65500   -0.96033    0.52899    0.34109    4.40000    5.88359
OGLE-BLG-RRLYR-00755   17.11600   19.39900    0.76869    0.17300   -0.90100    0.23992    0.05999    4.84300    7.29259
OGLE-BLG-RRLYR-00759   16.87100   18.90500    0.52742    0.64600   -0.97659    0.51568    0.35015    4.30300    5.76559
OGLE-BLG-RRLYR-00764   16.97000   19.31800    0.69347    0.32400   -0.99372    0.42718    0.19862    4.84400    6.73259
OGLE-BLG-RRLYR-00765   16.68000   18.84000    0.62671    0.35800   -0.91287    0.45519    0.26204    4.69600    6.43359
OGLE-BLG-RRLYR-00766   16.84300   18.90500    0.71540    0.31800   -1.00812    0.37958    0.17698    4.92900    6.84559
OGLE-BLG-RRLYR-00767   17.94800   20.00000    0.32145    0.68600   -0.22894    0.53964    0.29174    4.34700    5.44759
OGLE-BLG-RRLYR-00772   16.73300   18.74600    0.48863    0.47900   -1.31460    0.36858    0.15345    4.05900    5.12459
OGLE-BLG-RRLYR-00773   16.79400   18.92100    0.73687    0.20500   -0.82084    0.31399    0.12369    5.01400    7.20059
OGLE-BLG-RRLYR-00775   17.40500   19.85000    0.63044    0.15200   -0.62542    0.23178    0.04493    4.90000    6.80459
OGLE-BLG-RRLYR-00777   17.06400   19.11000    0.48880    0.82100   -1.07071    0.52390    0.37877    4.13900    5.42159
OGLE-BLG-RRLYR-00779   16.98600   18.47600    0.45344    0.81600   -1.08935    0.47145    0.27562    4.09200    5.18859
OGLE-BLG-RRLYR-00780   16.66900   18.76400    0.51891    0.79800   -1.05762    0.52341    0.35706    4.24200    5.61659
OGLE-BLG-RRLYR-00785   16.95600   19.02000    0.49886    0.69400   -1.08046    0.47196    0.34910    4.17800    5.46959
OGLE-BLG-RRLYR-00787   16.89900   19.11800    0.61666    0.17000   -0.47384    0.28655    0.08247    4.80200    6.90659
OGLE-BLG-RRLYR-00788   17.26300   19.32800    0.53577    0.78300   -1.06117    0.54275    0.35737    4.30000    5.71259
OGLE-BLG-RRLYR-00791   17.17200   19.28000    0.39757    0.76300   -0.67539    0.56131    0.37871    4.08100    5.35859
OGLE-BLG-RRLYR-00793   16.86100   19.24300    0.59193    0.35700   -0.93680    0.45749    0.25543    4.61400    6.19759
OGLE-BLG-RRLYR-00795   16.64600   18.61900    0.62205    0.34200   -0.82493    0.44307    0.22495    4.71900    6.51259
OGLE-BLG-RRLYR-00796   15.72100   18.07000    0.55750    0.25500   -1.01360    0.51738    0.33637    4.39800    5.89959
OGLE-BLG-RRLYR-00797   17.24500   19.35400    0.45934    0.53900   -1.13314    0.35339    0.15010    4.03900    5.17059
OGLE-BLG-RRLYR-00798   17.49500   20.03300    0.55286    0.33300   -1.06912    0.37200    0.21070    4.61800    5.80459
OGLE-BLG-RRLYR-00799   17.41300   19.54600    0.43222    0.88500   -0.86585    0.52009    0.38560    4.07600    5.33359
OGLE-BLG-RRLYR-00802   17.51200   20.43900    0.55177    0.54300   -0.89899    0.51813    0.33029    4.44500    6.00459
OGLE-BLG-RRLYR-00803   17.33100   19.88300    0.65591    0.49400   -1.10708    0.48041    0.30956    4.67300    6.37159
OGLE-BLG-RRLYR-00804   16.79500   19.15500    0.65463    0.53000   -1.12551    0.49498    0.30742    4.69100    6.34159
OGLE-BLG-RRLYR-00805   17.52800   20.02500    0.59250    0.75500   -1.27417    0.55386    0.34464    4.40400    5.79159
OGLE-BLG-RRLYR-00812   17.49100   20.11300    0.61942    0.35600   -0.41074    0.40153    0.16310    4.98100    6.99959
OGLE-BLG-RRLYR-00814   17.25900   19.91600    0.60885    0.50000   -0.85746    0.49257    0.30344    4.71600    6.39459
OGLE-BLG-RRLYR-00816   18.09500   21.06100    0.40820    0.85800   -0.66652    0.53554    0.39917    4.13500    5.43259
OGLE-BLG-RRLYR-00817   15.97900   18.45400    0.55477    0.47100   -0.89308    0.49156    0.30924    4.48900    6.02959
OGLE-BLG-RRLYR-00823   16.96800   19.46500    0.61714    0.19800   -0.72421    0.32339    0.12684    4.80000    6.60559
OGLE-BLG-RRLYR-00824   17.74600   20.48400    0.49211    0.52000   -1.18004    0.41258    0.22841    4.17800    5.30859
OGLE-BLG-RRLYR-00828   17.04000   19.38400    0.61681    0.34000   -0.82315    0.43550    0.24055    4.75000    6.48359
OGLE-BLG-RRLYR-00830   17.39300   19.66900    0.49226    0.81600   -1.01266    0.50571    0.37647    4.17800    5.51259
OGLE-BLG-RRLYR-00835   16.75100   19.16000    0.61922    0.27200   -0.72205    0.38991    0.18027    4.75800    6.62059
OGLE-BLG-RRLYR-00836   16.51000   19.09400    0.48034    0.31900   -0.45902    0.55268    0.33256    4.55300    6.11359
OGLE-BLG-RRLYR-00838   17.76900   19.95400    0.45442    0.47500   -0.13915    0.50888    0.29133    4.68100    6.34759
OGLE-BLG-RRLYR-00839   16.67600   18.52800    0.43629    0.88300   -1.00282    0.48841    0.36923    4.06400    5.19159
OGLE-BLG-RRLYR-00841   17.85600   20.67000    0.83599    0.24200   -0.20753    0.29342    0.06361    5.48700    8.53459
OGLE-BLG-RRLYR-00844   18.24400   21.01600    0.52709    0.64100   -1.37872    0.42505    0.33605    4.09000    5.27559
OGLE-BLG-RRLYR-00847   16.90000   19.07000    0.44275    0.90600   -1.02294    0.49483    0.37063    4.06600    5.20559
OGLE-BLG-RRLYR-00848   16.98800   19.15400    0.47937    0.65400   -0.96682    0.49444    0.36117    4.17000    5.49159
OGLE-BLG-RRLYR-00850   16.93100   19.31500    0.46237    0.60200   -0.44675    0.57364    0.36301    4.51500    6.02159
OGLE-BLG-RRLYR-00852   17.54100   20.51000    0.57292    0.46200   -0.83950    0.49058    0.31060    4.58100    6.20259
OGLE-BLG-RRLYR-00853   17.00900   19.36400    0.55825    0.54600   -0.94558    0.50669    0.31326    4.44400    5.98659
OGLE-BLG-RRLYR-00904   16.06600   17.64400    0.55887    0.83100   -1.30791    0.54610    0.33594    4.21600    5.55059
OGLE-BLG-RRLYR-00905   17.00000   18.47000    0.47798    0.44800   -1.18906    0.45942    0.28377    4.05700    5.21359
OGLE-BLG-RRLYR-00906   15.97000   17.46700    0.62020    0.50500   -0.93040    0.48571    0.30054    4.70300    6.37359
OGLE-BLG-RRLYR-00907   17.12800   18.86300    0.54637    0.57700   -0.92031    0.50127    0.33965    4.39800    5.94659
OGLE-BLG-RRLYR-00909   16.26200   17.65500    0.48183    0.72900   -1.01265    0.49172    0.34639    4.21000    5.45059
OGLE-BLG-RRLYR-00911   15.05500   16.40700    0.56312    0.61800   -1.05930    0.52617    0.34010    4.39700    5.87759
OGLE-BLG-RRLYR-00913   16.54600   18.44300    0.52879    0.66300   -0.98988    0.52549    0.36124    4.31100    5.75759
OGLE-BLG-RRLYR-00915   15.93400   17.52100    0.58444    0.77800   -1.40108    0.52611    0.34416    4.24100    5.58959
OGLE-BLG-RRLYR-00916   18.93600   20.63200    0.53506    0.58300   -1.46803    0.45493    0.37380    4.09300    5.21459
OGLE-BLG-RRLYR-00917   16.50600   18.25400    0.63031    0.25700   -0.70555    0.36295    0.16619    4.77200    6.70659
OGLE-BLG-RRLYR-00919   16.35000   17.95000    0.48830    0.81300   -1.00974    0.50163    0.36581    4.17500    5.49259
OGLE-BLG-RRLYR-00920   16.56700   18.21300    0.55642    0.70500   -1.12038    0.53362    0.35597    4.32700    5.76359
OGLE-BLG-RRLYR-00921   16.12700   17.80800    0.51562    0.41200   -0.59077    0.46457    0.24509    4.55800    6.16359
OGLE-BLG-RRLYR-00922   17.53800   19.05300    0.59262    0.45400   -1.07945    0.50271    0.33998    4.51000    6.02859
OGLE-BLG-RRLYR-00923   15.93700   17.44100    0.56067    0.47100   -1.31013    0.39483    0.16438    4.39300    5.55859
OGLE-BLG-RRLYR-00924   16.97800   18.34900    0.56532    0.79900   -1.42193    0.49929    0.36894    4.12800    5.45059
OGLE-BLG-RRLYR-00926   15.41000   17.06400    0.64694    0.76600   -1.58222    0.53372    0.33671    4.39700    5.74159
OGLE-BLG-RRLYR-00927   17.14400   19.00500    0.51064    0.73500   -0.83992    0.51294    0.28176    4.40600    5.83159
OGLE-BLG-RRLYR-00928   16.82500   18.76700    0.61498    0.45900   -0.66832    0.46271    0.26746    4.83300    6.66059
OGLE-BLG-RRLYR-00929   16.28100   17.87300    0.51557    0.45900   -1.22006    0.37303    0.21255    4.29600    5.39959
OGLE-BLG-RRLYR-00930   16.21600   17.88800    0.52547    0.71700   -1.13757    0.49833    0.36753    4.21200    5.55859
OGLE-BLG-RRLYR-00931   18.51000   21.98200    0.44869    0.58400   -1.12374    0.45822    0.25643    3.97200    5.11859
OGLE-BLG-RRLYR-00933   18.35000   20.52200    0.41467    0.89400   -0.65955    0.53769    0.39004    4.15600    5.47959
OGLE-BLG-RRLYR-00935   17.57800   20.05600    0.48827    0.41700   -0.50364    0.39079    0.24584    4.47600    6.10659
OGLE-BLG-RRLYR-00937   17.52000   20.51900    0.56196    0.19700   -0.30951    0.35076    0.14063    4.82900    6.78059
OGLE-BLG-RRLYR-00938   15.66300   17.37200    0.47725    0.80000   -1.03881    0.49595    0.37148    4.13000    5.39159
OGLE-BLG-RRLYR-00939   17.14400   19.36700    0.48201    0.82300   -0.95751    0.51031    0.37761    4.20100    5.51859
OGLE-BLG-RRLYR-00940   14.27900   15.86100    0.43847    0.62500   -1.00032    0.42587    0.22734    4.14900    5.20759
OGLE-BLG-RRLYR-00942   17.26800   19.56900    0.51437    0.68200   -1.02712    0.52332    0.36908    4.23800    5.62659
OGLE-BLG-RRLYR-00945   17.82000   20.73700    0.57144    0.29500   -0.31808    0.38763    0.17383    4.86300    6.82659
OGLE-BLG-RRLYR-00946   16.95900   18.88300    0.78118    0.36500   -1.40310    0.44004    0.22583    4.82100    6.75759
OGLE-BLG-RRLYR-00949   16.21400   17.69000    0.67175    0.63400   -1.38659    0.51686    0.34010    4.60700    6.12659
OGLE-BLG-RRLYR-00952   16.56200   18.16000    0.56710    0.30700   -0.38087    0.40034    0.18919    4.85400    6.72459
OGLE-BLG-RRLYR-00954   16.82100   18.99700    0.58628    0.27800   -0.85063    0.36194    0.17596    4.62900    6.26859
OGLE-BLG-RRLYR-00955   16.57000   18.67000    0.54783    0.45600   -0.93902    0.42800    0.21397    4.43200    5.93259
OGLE-BLG-RRLYR-00956   17.73600   20.97400    0.77472    0.49100   -1.51646    0.46050    0.27198    4.77900    6.58159
OGLE-BLG-RRLYR-00958   16.44500   17.95700    0.44440    0.89400   -0.89674    0.53378    0.39596    4.09800    5.36859
OGLE-BLG-RRLYR-00966   16.99400   19.22800    0.56715    0.40200   -0.97850    0.43498    0.22947    4.43700    5.99959
OGLE-BLG-RRLYR-00967   17.02700   19.25300    0.50824    0.69700   -0.98142    0.51571    0.36577    4.24500    5.64559
OGLE-BLG-RRLYR-00969   17.30800   18.81000    0.64797    0.64500   -1.50900    0.52517    0.32465    4.38900    5.83659
OGLE-BLG-RRLYR-00972   18.02800   20.84500    0.43779    0.51400   -0.06997    0.49356    0.28879    4.70500    6.33259
OGLE-BLG-RRLYR-00974   17.27600   19.64800    0.44135    0.84800   -0.99631    0.49264    0.37286    4.08200    5.22959
OGLE-BLG-RRLYR-00977   17.43000   20.07300    0.53126    0.53600   -0.94759    0.50857    0.33515    4.34400    5.82359
OGLE-BLG-RRLYR-00979   16.66100   18.73100    0.54024    0.52200   -1.02457    0.46357    0.26402    4.33700    5.78359
OGLE-BLG-RRLYR-00980   17.33300   19.64800    0.49530    0.53100   -1.04983    0.42688    0.26457    4.16900    5.48559
OGLE-BLG-RRLYR-00981   16.62900   18.74700    0.62549    0.45100   -0.98023    0.48435    0.28774    4.68500    6.34459
OGLE-BLG-RRLYR-00982   16.37200   18.11500    0.49628    0.41600   -1.85966    0.25209    0.09246    3.93100    4.50859
OGLE-BLG-RRLYR-00983   16.36600   18.10200    0.47888    0.87400   -1.02207    0.50663    0.37163    4.14000    5.42159
OGLE-BLG-RRLYR-00984   16.77800   19.59200    0.70223    0.46400   -1.68433    0.52985    0.33339    4.47100    5.94659
OGLE-BLG-RRLYR-00986   16.19100   17.68900    0.53018    0.47200   -0.47510    0.42492    0.21960    4.66400    6.39059
OGLE-BLG-RRLYR-00988   17.73500   20.68300    0.63270    0.26700   -0.75518    0.37945    0.18623    4.79600    6.66059
OGLE-BLG-RRLYR-00989   16.94500   19.05000    0.65463    0.45300   -1.12307    0.45398    0.24940    4.68600    6.34459
OGLE-BLG-RRLYR-00990   15.18100   16.85800    0.59243    0.42500   -0.90795    0.46009    0.25205    4.59600    6.23559
OGLE-BLG-RRLYR-00992   16.87000   18.41600    0.35193    0.73300   -0.16657    0.56412    0.30315    4.38300    5.70459
OGLE-BLG-RRLYR-00993   16.93800   19.23400    0.63730    0.41800   -1.29849    0.44252    0.31032    4.46200    6.02859
OGLE-BLG-RRLYR-00994   16.94600   18.97300    0.52726    0.59100   -0.91973    0.54515    0.35526    4.35700    5.83359
OGLE-BLG-RRLYR-00995   17.63900   20.26500    0.48479    0.61900   -1.08236    0.46061    0.27465    4.17600    5.38359
OGLE-BLG-RRLYR-00996   18.27500   21.43100    0.52009    0.61700   -0.74532    0.56110    0.35258    4.51700    6.00259
OGLE-BLG-RRLYR-00997   16.29700   18.12500    0.64623    0.32700   -0.84210    0.40977    0.21293    4.80400    6.63559
OGLE-BLG-RRLYR-00999   15.72200   17.16300    0.60704    0.52500   -1.01664    0.51369    0.31136    4.59100    6.19059
OGLE-BLG-RRLYR-01001   16.84300   18.62700    0.58061    0.57500   -1.00327    0.53114    0.33054    4.49700    6.04959
OGLE-BLG-RRLYR-01002   17.31000   19.87300    0.54882    0.49700   -0.95540    0.52497    0.33922    4.39900    5.91859
OGLE-BLG-RRLYR-01003   16.27400   17.92400    0.55674    0.60000   -0.82779    0.52558    0.33927    4.58500    6.12059
OGLE-BLG-RRLYR-01004   17.20400   19.51900    0.54294    0.59400   -0.97191    0.52114    0.34591    4.36500    5.86359
OGLE-BLG-RRLYR-01006   17.36100   19.83100    0.54566    0.52700   -1.07506    0.47372    0.30903    4.32800    5.75459
OGLE-BLG-RRLYR-01007   17.00400   19.15400    0.54721    0.77400   -1.23591    0.53706    0.34083    4.22100    5.56859
OGLE-BLG-RRLYR-01008   16.79100   18.73200    0.58405    0.60000   -1.43545    0.45342    0.34083    4.23900    5.54559
OGLE-BLG-RRLYR-01009   17.48600   20.03400    0.59089    0.61600   -1.11134    0.53279    0.33407    4.47700    5.97959
OGLE-BLG-RRLYR-01010   16.38000   19.13800    0.47570    0.31100   -0.71397    0.55647    0.35413    4.33800    5.77659
OGLE-BLG-RRLYR-01012   17.62900   19.72300    0.51850    0.52200   -0.49367    0.51403    0.31493    4.64900    6.29859
OGLE-BLG-RRLYR-01013   16.02700   17.59700    0.51105    0.53200   -0.47030    0.41408    0.19737    4.80900    6.28259
OGLE-BLG-RRLYR-01015   17.49300   20.33200    0.57066    0.41600   -0.83751    0.49332    0.31010    4.54100    6.19159
OGLE-BLG-RRLYR-01016   16.63300   18.58000    0.54949    0.71400   -1.38138    0.48001    0.24715    4.23900    5.40559
OGLE-BLG-RRLYR-01017   16.28900   18.20000    0.69470    0.43500   -1.10278    0.46045    0.26208    4.79200    6.60759
OGLE-BLG-RRLYR-01019   17.38900   20.13100    0.59866    0.45500   -0.77619    0.48786    0.29444    4.72100    6.43259
OGLE-BLG-RRLYR-01020   17.58600   20.01700    0.72533    0.36600   -1.67972    0.42171    0.28619    4.50000    6.08959
OGLE-BLG-RRLYR-01022   16.87400   19.17300    0.59589    0.51100   -1.03862    0.52180    0.32293    4.53000    6.09759
OGLE-BLG-RRLYR-01023   17.14900   19.40900    0.46024    0.79800   -1.01560    0.49116    0.38060    4.11200    5.31859
OGLE-BLG-RRLYR-01027   16.63100   18.87300    0.63152    0.22800   -0.67769    0.34191    0.14912    4.79100    6.74759
OGLE-BLG-RRLYR-01028   17.01800   19.12900    0.45980    0.75900   -0.96811    0.50202    0.36505    4.14400    5.37359
OGLE-BLG-RRLYR-01029   17.35400   19.55900    0.45041    0.74400   -0.82979    0.53348    0.32545    4.20500    5.48559
OGLE-BLG-RRLYR-01033   16.92300   18.75900    0.44151    0.86400   -0.99381    0.48902    0.36298    4.06900    5.23359
OGLE-BLG-RRLYR-01034   16.64000   18.35800    0.53189    0.19200   -0.09869    0.28365    0.09461    4.90100    6.85759
OGLE-BLG-RRLYR-01035   16.14700   17.81200    0.57266    0.49600   -0.90497    0.50126    0.32191    4.52100    6.12159
OGLE-BLG-RRLYR-01036   17.76600   19.95400    0.56842    0.40400   -1.22864    0.40018    0.19214    4.36700    5.70359
OGLE-BLG-RRLYR-01037   15.79700   17.73700    0.54918    0.53300   -0.67454    0.51043    0.30955    4.64000    6.26159
OGLE-BLG-RRLYR-01039   17.50300   20.89100    0.68965    0.49200   -0.97913    0.45506    0.25006    4.82100    6.72759
OGLE-BLG-RRLYR-01048   16.89400   19.09800    0.57382    0.68000   -0.98977    0.54063    0.33750    4.52700    6.02559
OGLE-BLG-RRLYR-01049   15.07500   16.99800    0.64148    0.66700   -1.49364    0.51578    0.34360    4.35800    5.81659
OGLE-BLG-RRLYR-01050   16.63800   18.78500    0.62862    0.13300   -0.44843    0.22616    0.06442    4.82600    7.00859
OGLE-BLG-RRLYR-01051   17.41500   19.77600    0.43258    0.85600   -0.73165    0.53438    0.38928    4.15800    5.49859
OGLE-BLG-RRLYR-01056   16.22200   18.17800    0.53519    0.46900   -0.85235    0.48437    0.30837    4.43700    5.96259
OGLE-BLG-RRLYR-01057   17.08400   19.12800    0.53090    0.78300   -1.19058    0.51012    0.33533    4.19500    5.52659
OGLE-BLG-RRLYR-01058   15.97000   17.93700    0.53521    0.69800   -1.03865    0.53308    0.35462    4.29900    5.73659
OGLE-BLG-RRLYR-01060   16.07400   17.55600    0.69820    0.28100   -0.65520    0.35888    0.13319    5.06300    7.17159
OGLE-BLG-RRLYR-01061   16.65600   18.50700    0.46181    0.87000   -1.19304    0.45476    0.34806    4.05700    5.11259
OGLE-BLG-RRLYR-01062   16.92000   19.00300    0.46557    0.74400   -1.01699    0.49284    0.37557    4.12700    5.34859
OGLE-BLG-RRLYR-01063   16.97500   18.99600    0.52654    0.75000   -1.36610    0.44388    0.33951    4.14500    5.28759
OGLE-BLG-RRLYR-01065   15.62900   17.13200    0.45633    0.89300   -1.05407    0.49540    0.37132    4.07100    5.24859
OGLE-BLG-RRLYR-01069   16.64600   18.69800    0.53941    0.55400   -0.98424    0.49636    0.31794    4.36500    5.82759
OGLE-BLG-RRLYR-01071   16.66300   18.76500    0.61693    0.40900   -0.86820    0.46351    0.26996    4.69700    6.42959
OGLE-BLG-RRLYR-01072   17.19900   19.57900    0.58055    0.55000   -0.97086    0.52125    0.32964    4.50700    6.08859
OGLE-BLG-RRLYR-01073   15.99900   17.68300    0.61058    0.60900   -0.96810    0.51220    0.30900    4.68000    6.27059
OGLE-BLG-RRLYR-01074   17.28700   19.76700    0.58925    0.77300   -1.27469    0.55351    0.34701    4.38800    5.77159
OGLE-BLG-RRLYR-01075   16.85100   19.03700    0.64747    0.08600   -0.64956    0.14206    0.02207    4.92700    6.87659
OGLE-BLG-RRLYR-01078   16.79400   19.03000    0.62924    0.71500   -1.43611    0.52702    0.32823    4.46700    5.81359
OGLE-BLG-RRLYR-01080   16.71200   18.77000    0.52810    0.51600   -1.04253    0.44938    0.24744    4.36600    5.68959
OGLE-BLG-RRLYR-01081   16.87300   19.11900    0.64200    0.55700   -1.00676    0.48370    0.30236    4.73700    6.41059
OGLE-BLG-RRLYR-01082   16.10400   18.13900    0.64083    0.39900   -0.95815    0.45844    0.27039    4.72400    6.46259
OGLE-BLG-RRLYR-01083   18.22200   19.95700    0.48451    0.73100   -1.25648    0.48397    0.37462    4.07400    5.17059
OGLE-BLG-RRLYR-01084   16.14600   17.98200    0.90012    0.28300   -1.24784    0.34313    0.12329    5.23600    7.65359
OGLE-BLG-RRLYR-01085   16.90200   18.96100    0.52271    0.65500   -0.95675    0.50751    0.34293    4.32200    5.76159
